name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
NYC,2022-11-18,43.3,34.9,39.1,39.1,26.7,33.1,20.7,48.6,0,0,0,,0,0,31.6,18.3,256.4,1019,27.9,9.9,114.2,9.8,5,10,2022-11-18T06:46:27,2022-11-18T16:35:39,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-19,39.8,32.3,36.2,38.7,24.7,30.6,16.3,44.3,0,0,0,,0,0,29.8,11.6,257.6,1021.3,6.3,9.9,116.4,10,5,10,2022-11-19T06:47:37,2022-11-19T16:34:56,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-20,38.7,30.2,34.6,34.4,21.5,26.4,10.1,36.5,0,0,0,,0,0,31.4,18.3,280.2,1019.9,18.8,9.9,121.3,10.5,5,10,2022-11-20T06:48:46,2022-11-20T16:34:16,0.9,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-21,41,27.8,34.8,35.6,20.9,28.5,11.8,39.1,0,0,0,,0,0,28.8,15,232.3,1028.4,6,9.9,113.5,9.8,5,10,2022-11-21T06:49:55,2022-11-21T16:33:38,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-22,51.2,38.2,44.3,51.2,32.1,40.7,21.6,40.9,0,0,0,,0,0,23,11.2,248.6,1025.6,5.7,9.9,115.4,9.9,5,10,2022-11-22T06:51:03,2022-11-22T16:33:02,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-23,55.1,43.6,48.4,55.1,40.1,46.9,23.1,37.1,0,0,0,,0,0,20.8,10.1,317.6,1023.2,0.9,9.9,112.7,9.7,5,10,2022-11-23T06:52:11,2022-11-23T16:32:28,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-24,53.1,40.1,46.7,53.1,36.7,44.9,32.8,58.4,0,0,0,,0,0,18.3,6.7,104.2,1027.2,10.8,9.9,107.5,9.2,5,10,2022-11-24T06:53:19,2022-11-24T16:31:56,0.03,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-25,55.1,47,49.8,55.1,40.5,46.9,38.3,65.7,0.018,100,8.33,rain,0,0,30.3,16.3,265.4,1013.4,67.5,9,31,2.6,2,10,2022-11-25T06:54:26,2022-11-25T16:31:26,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-11-26,56.3,43.3,49.3,56.3,37.7,46.7,25.9,40.4,0,0,0,,0,0,32.2,14,291.5,1015.5,26.8,9.9,114.8,9.8,5,10,2022-11-26T06:55:32,2022-11-26T16:30:59,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-27,59.3,48.8,52.4,59.3,46.2,51.9,39.2,63.8,0.677,100,29.17,rain,0,0,31.1,21.9,222.1,1006,54.4,8.2,19.8,1.5,1,10,2022-11-27T06:56:37,2022-11-27T16:30:33,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-11-28,55.4,42.4,50.3,55.4,38.2,48.7,37.6,61.8,0,0,0,,0,0,33.2,15.1,292.7,1006,32.8,9.9,72,6,4,10,2022-11-28T06:57:42,2022-11-28T16:30:10,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-29,43.1,36.5,40.4,42.8,33.3,38.1,27.5,60,0,0,0,,0,0,16.1,8.1,17.6,1024,49.2,9.9,48.8,4,2,10,2022-11-29T06:58:45,2022-11-29T16:29:49,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-11-30,57.8,40.7,49.1,57.8,35.3,47.7,40.7,73.7,0.397,100,29.17,rain,0,0,44.2,26.4,213.8,1013.6,81.6,8.5,7.5,0.7,0,10,2022-11-30T06:59:48,2022-11-30T16:29:31,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-01,42.7,36.3,39.3,36,26.8,32.3,18.4,42.6,0,0,0,,0,0,33.3,25.3,286.2,1022.9,29.7,9.8,78.5,6.6,4,10,2022-12-01T07:00:50,2022-12-01T16:29:14,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-02,45.6,32.5,38.9,43,27.4,35.7,22.2,51.2,0,0,0,,0,0,21.9,9.1,235.6,1032.4,10.3,9.9,104.9,9,5,10,2022-12-02T07:01:51,2022-12-02T16:29:00,0.31,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-03,57.8,46.4,52.8,57.8,42,52,44.3,74,0.469,100,33.33,rain,0,0,32,16.6,227.3,1020,78.3,8.5,7.5,0.7,0,10,2022-12-03T07:02:51,2022-12-03T16:28:48,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-04,45.3,39.2,41.9,45,32.1,37.5,21.3,43.8,0,0,0,,0,0,31.1,16.1,307,1021.9,14.2,9.9,105.3,9,5,10,2022-12-04T07:03:49,2022-12-04T16:28:39,0.38,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-05,47.7,36.3,41.8,46.1,33.5,39.8,23,49,0,0,0,,0,0,11,8.3,184.7,1024.6,11.3,9.9,94.3,8.2,5,10,2022-12-05T07:04:47,2022-12-05T16:28:31,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-06,57.6,41.9,51.3,57.6,38.7,50.4,46.3,82.9,0.73,100,45.83,rain,0,0,29.8,16.1,128.8,1025.6,88.7,6.8,14.8,1.2,1,10,2022-12-06T07:05:43,2022-12-06T16:28:26,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-07,58.4,55.4,57,58.4,55.4,57,54.6,91.8,0.441,100,37.5,rain,0,0,28.6,11.6,208.9,1020.8,94.2,4.8,15.5,1.3,1,10,2022-12-07T07:06:38,2022-12-07T16:28:24,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-08,54.5,43.3,50.3,54.5,39.2,48.9,38,63.1,0,0,0,,0,0,23,16.1,328.1,1022.4,24.6,9.9,61.9,5.4,3,10,2022-12-08T07:07:32,2022-12-08T16:28:23,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-09,45,36,39.6,41,28.6,34.3,22.7,51.4,0,0,0,,0,0,21.9,11.8,11.3,1025.1,2.7,9.9,101.7,8.8,5,10,2022-12-09T07:08:24,2022-12-09T16:28:25,0.55,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-10,38.9,31.7,36,35.1,23.6,29.9,21.1,55,0,0,0,,0,0,20.8,11.6,51.2,1027.9,39.9,9.9,85.6,7.4,5,10,2022-12-10T07:09:15,2022-12-10T16:28:30,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2022-12-11,39.8,33.4,37.3,34.2,26.5,30.8,31.4,79.4,0.291,100,37.5,"rain,snow",0,0,20.8,13.8,55.9,1023,99.8,7.9,11.8,1,1,10,2022-12-11T07:10:04,2022-12-11T16:28:36,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-12,38,29.5,33.6,32.3,22.5,27,26.3,75,0.021,100,8.33,snow,0.5,0.1,23,10.5,5.6,1021.3,70.3,8.9,62.3,5.4,4,10,2022-12-12T07:10:52,2022-12-12T16:28:45,0.65,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-13,40.1,25.6,31.9,40.1,18.4,26.6,18,57.3,0,0,0,,0,0,19.7,11.4,323.8,1024.3,3,9.9,101.6,8.8,5,10,2022-12-13T07:11:38,2022-12-13T16:28:56,0.68,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-14,38.5,31.1,34.2,35.1,22.3,27.1,17.5,50.9,0,0,0,,0,0,24.2,15,326.2,1020.6,14,9.9,97,8.3,5,10,2022-12-14T07:12:22,2022-12-14T16:29:10,0.71,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-15,42.4,33.2,38,37,26.2,31.4,30.5,74.8,0.5,100,37.5,rain,0,0,31.1,15.2,57.3,1020.8,68.6,8.8,12.7,1,1,10,2022-12-15T07:13:05,2022-12-15T16:29:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,72503014732"
NYC,2022-12-16,44.3,38.3,41.8,38.8,30.4,34.8,38.9,89.6,0.806,100,95.83,rain,0,0,34.4,19.2,37.5,1004.3,100,5.1,18.9,1.8,1,10,2022-12-16T07:13:46,2022-12-16T16:29:43,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-17,44.1,37.4,40.4,37.8,30.1,34.1,26.9,59.9,0,0,0,,0,0,28.9,17.2,276.8,1006.5,71.7,9.9,64.5,5.5,4,10,2022-12-17T07:14:25,2022-12-17T16:30:03,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-18,39.8,33.4,36.2,33.7,23.4,29.4,20.5,52.7,0,0,0,,0,0,27.7,16.1,277.5,1013.2,39.9,9.9,86.2,7.5,4,10,2022-12-18T07:15:02,2022-12-18T16:30:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-19,38,31.1,34.1,30.8,20.5,26.3,18.9,53.8,0,0,0,,0,0,28.8,15,280.3,1022.5,27.2,9.9,90.7,7.9,5,10,2022-12-19T07:15:38,2022-12-19T16:30:50,0.88,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-20,39.2,31.1,34.4,34.6,24.1,28.1,18.9,53,0,0,0,,0,0,23,10.6,317.8,1028.7,9.9,9.9,101.5,8.7,5,10,2022-12-20T07:16:11,2022-12-20T16:31:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-21,39.8,28.4,33.9,39.8,22.3,32.2,20.3,57.8,0,0,0,,0,0,10.3,6.9,348.9,1031.8,15.2,9.9,96.7,8.3,4,10,2022-12-21T07:16:43,2022-12-21T16:31:45,0.94,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-22,45.3,34.8,40.2,39.8,29.4,34.9,33.7,78,0.211,100,41.67,rain,0,0,27.9,18.7,59,1024.8,74.1,8.7,17.4,1.5,1,10,2022-12-22T07:17:12,2022-12-22T16:32:16,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-23,57.2,9,37.9,57.2,-8.2,30.2,30.4,75.2,1.103,100,50,"rain,snow",0.1,0,44.6,28.9,222.5,993,89.6,7.3,18.3,1.8,1,10,2022-12-23T07:17:40,2022-12-23T16:32:49,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-24,15.2,7.1,11.1,3.5,-14.7,-4.4,-6.2,44.8,0,0,0,,0,0,33.3,25.3,257.1,1008.8,22.8,9.9,88.2,7.6,4,10,2022-12-24T07:18:05,2022-12-24T16:33:24,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-25,27.3,14.3,20.8,19.2,-2.1,9.5,4.1,48,0,0,0,,0,0,28.9,17.2,251.5,1013.3,10.1,9.9,99.1,8.6,5,10,2022-12-25T07:18:29,2022-12-25T16:34:01,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-26,29,18.5,24.2,22.9,5.2,14.6,6.4,46.4,0,0,0,,0,0,27.7,18.3,271.4,1022.3,26,9.9,96,8.3,5,10,2022-12-26T07:18:50,2022-12-26T16:34:39,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-27,34.5,29,31.6,34.1,19.8,25.3,12.8,45.4,0,0,0,,0,0,19.7,10.4,265.2,1024.9,98.1,9.9,61.5,5.2,4,10,2022-12-27T07:19:09,2022-12-27T16:35:20,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-28,47,33.8,40.1,45.3,27.6,36.5,21.1,47.2,0,0,0,,0,0,21.9,11.4,228.5,1025.9,34.7,9.9,95.9,8.3,5,10,2022-12-28T07:19:26,2022-12-28T16:36:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-29,50,40.2,45.3,48.5,35.7,41.8,25.6,45.8,0,0,0,,0,0,19.7,9.4,230.2,1025.6,18.4,9.9,84.7,7.3,4,10,2022-12-29T07:19:41,2022-12-29T16:36:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-30,60.9,46.6,51.4,60.9,44.3,50.8,32.8,49.5,0,0,0,,0,0,12.8,6.7,229.1,1024.4,22.1,9.5,95.3,8.4,4,10,2022-12-30T07:19:53,2022-12-30T16:37:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2022-12-31,54.8,48.7,51,54.8,47.4,50.7,47.5,88.1,0.272,100,41.67,rain,0,0,11.4,6.1,31.6,1015.6,91.5,4.5,14.1,1.1,1,10,2022-12-31T07:20:03,2022-12-31T16:38:20,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-01,54,50,52,54,47.3,51.9,39.7,64.9,0.014,100,12.5,rain,0,0,21.9,12.4,281.2,1012.2,33.8,9.6,96.4,8.4,4,10,2023-01-01T07:20:12,2023-01-01T16:39:10,0.32,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-02,56,47,52.3,56,44.7,51.7,39.6,62.3,0.018,100,8.33,rain,0,0,10.3,7.5,265.2,1019.3,55.7,9.6,43.8,3.6,3,10,2023-01-02T07:20:17,2023-01-02T16:40:01,0.35,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-03,55.5,46.2,51.1,55.5,43.9,50.5,47.6,87.9,0.378,100,29.17,rain,0,0,13.9,7.8,97.9,1014.4,90.4,5.4,16.2,1.5,1,10,2023-01-03T07:20:21,2023-01-03T16:40:53,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-04,65.7,48.6,57.9,65.7,45.2,57.6,51.5,79.7,0.018,100,16.67,rain,0,0,15,9.5,190.4,1009.9,67.6,8.2,59.1,5.1,3,10,2023-01-04T07:20:22,2023-01-04T16:41:48,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-05,49,44.7,47.3,47.8,39.7,44.6,44.7,90.7,0.018,100,12.5,rain,0,0,9.2,9.5,55.3,1013.4,100,5.9,26.9,2.3,1,10,2023-01-05T07:20:21,2023-01-05T16:42:43,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-06,47.9,40.1,44.3,44.8,34.1,41.1,37.7,78.5,0.266,100,20.83,rain,0,0,23,11.8,323.9,1015.5,93,7.7,31.3,2.8,2,10,2023-01-06T07:20:18,2023-01-06T16:43:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-07,44.1,37.4,40.7,40,31.1,35.4,28.1,60.9,0,0,0,,0,0,23,10.1,287.6,1020.6,43.2,9.9,50.8,4.4,3,10,2023-01-07T07:20:12,2023-01-07T16:44:38,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-08,40.7,33.2,37.4,39.8,27.3,33.2,21.5,53,0,0,0,,0,0,17.2,15,292.8,1024.4,18.7,9.9,86.4,7.4,4,10,2023-01-08T07:20:05,2023-01-08T16:45:38,0.56,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-09,44.1,37.4,39.9,39.6,32.6,36.2,27.1,61.5,0.005,100,4.17,rain,0,0,20.8,11.5,289.1,1014.2,49.1,9.5,97,8.2,5,10,2023-01-09T07:19:55,2023-01-09T16:46:39,0.59,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-10,41,38.3,39.7,41,32.3,36.1,24.7,54.7,0,0,0,,0,0,19.5,8.4,301.2,1016.6,87.8,9.8,23.5,1.9,1,10,2023-01-10T07:19:42,2023-01-10T16:47:40,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-11,39.2,35.1,37.4,37.6,27,32,22.5,54.7,0,0,0,,0,0,18.3,11.2,62.7,1023.2,83.7,9.9,47.2,4,2,10,2023-01-11T07:19:28,2023-01-11T16:48:44,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-12,54,36.8,44.6,54,31.2,41.9,39.2,81.6,0.192,100,33.33,rain,0,0,34.4,13.4,94.6,1017.5,100,8.5,16.2,1.5,1,10,2023-01-12T07:19:11,2023-01-12T16:49:48,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-13,55.8,38.9,48.9,55.8,31.4,46.4,41.4,75.8,0.162,100,16.67,rain,0,0,36.9,14.6,275.4,1002.2,88.3,9.2,26.6,2.1,2,10,2023-01-13T07:18:52,2023-01-13T16:50:53,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-14,38,32,34.1,30.9,21.1,25.4,22.7,62.9,0,0,0,"rain,snow",0,0,41.4,18.3,359.8,1009.5,99.8,9.2,44.1,3.8,2,10,2023-01-14T07:18:31,2023-01-14T16:51:59,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-15,40.7,29.9,34.2,34.3,19,25.1,17.2,50.9,0,0,0,"rain,snow",0,0,42.5,21.9,353.7,1015.3,42.4,9.9,111.7,9.7,5,10,2023-01-15T07:18:07,2023-01-15T16:53:06,0.79,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-16,47.7,29.5,36.6,44,18.5,29.6,10.7,35.2,0,0,0,"rain,snow",0,0,29.8,17.2,321.2,1011.9,30.9,9.9,116.6,10.1,5,10,2023-01-16T07:17:42,2023-01-16T16:54:13,0.83,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-17,47,36,42.1,47,30,39.8,14.9,33.3,0,0,0,"rain,snow",0,0,16.1,9.3,269.6,1005.9,64.4,9.9,49.8,4.3,2,10,2023-01-17T07:17:14,2023-01-17T16:55:22,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-18,51.8,43.8,47.8,51.8,39.5,44.7,33.6,58.5,0.048,100,8.33,rain,0,0,30,19,283.3,1008.6,58.8,9.8,73.5,6.4,4,10,2023-01-18T07:16:44,2023-01-18T16:56:31,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-19,45,39.8,41.8,44.1,34.3,38.4,35.3,78.5,0.811,100,62.5,rain,0,0,20.8,9.3,35.9,1012.3,74.3,6.6,10,0.6,0,10,2023-01-19T07:16:12,2023-01-19T16:57:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-20,48.6,40.1,44.2,43.5,37.6,40.4,34.1,69.1,0.003,100,4.17,rain,0,0,28.9,16.5,280.7,1005.2,88.2,9.7,60,5.1,4,10,2023-01-20T07:15:38,2023-01-20T16:58:52,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-21,42.8,37.1,38.9,37.7,29.8,34,24.5,56,0,0,0,rain,0,0,21.9,15.7,320.9,1019.4,97.8,9.9,39.7,3.6,2,10,2023-01-21T07:15:02,2023-01-21T17:00:03,0,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-22,41.9,36.3,38.6,41.9,30.9,35,26.8,63.3,0.361,100,29.17,rain,0,0,13.9,10.1,242.1,1018.7,91.4,8.5,47,4.2,3,10,2023-01-22T07:14:24,2023-01-22T17:01:15,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-23,38.9,36,37.6,37,24.9,30.7,32.4,81.8,0.56,100,66.67,rain,0,0,34.9,23,323.3,1003.9,99.4,6.7,20.9,1.8,1,10,2023-01-23T07:13:44,2023-01-23T17:02:27,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-24,45.3,35.3,39.6,39.3,27.2,33.7,22.8,50.9,0,0,0,,0,0,31.7,14.2,285.5,1019.6,69.5,9.9,113.5,9.9,6,10,2023-01-24T07:13:01,2023-01-24T17:03:39,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-25,53.7,36,40.4,53.7,28.2,36.5,30,67.9,0.816,100,41.67,rain,0,0,36.8,16.1,101.8,1019.4,62.7,7.9,24.4,2.1,1,10,2023-01-25T07:12:17,2023-01-25T17:04:52,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
NYC,2023-01-26,55.5,41,46.2,55.5,33.8,41.6,33.5,62.7,0.465,100,20.83,rain,0,0,35.9,20.8,260.5,1002.7,90.6,9.2,37.5,3.3,1,10,2023-01-26T07:11:31,2023-01-26T17:06:05,0.16,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-27,41.5,36.3,39,37.9,30.4,34.3,22.8,52.4,0,0,0,,0,0,21.9,13,254.4,1018.2,40.2,9.9,68.8,5.9,3,10,2023-01-27T07:10:43,2023-01-27T17:07:19,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,F8726,KNYC,F1417,72503014732"
NYC,2023-01-28,52,37.1,44.2,52,30.9,40.4,23.6,44.3,0.028,100,4.17,rain,0,0,59.7,12.8,241.4,1023.8,27.5,9.9,106.9,9.3,5,10,2023-01-28T07:09:53,2023-01-28T17:08:33,0.25,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-01-29,52.1,43,46.9,52.1,40.3,45.2,30.9,54.2,0,0,0,,0,0,20.3,10.1,255.9,1023.5,36.7,9.9,41,3.5,2,10,2023-01-29T07:09:02,2023-01-29T17:09:47,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-01-30,55.1,41.2,46.9,55.1,38.6,44.9,35.7,65.4,0,0,0,,0,0,19.7,9.1,253.6,1020.8,23.1,9.9,108.1,9.3,5,10,2023-01-30T07:08:08,2023-01-30T17:11:01,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-01-31,47.2,33.9,39.1,44.5,25,34.9,27,63.1,0.013,100,16.67,"rain,snow",0,0,49.4,12.6,8.8,1022,99.4,9.9,36.2,3.1,2,10,2023-01-31T07:07:13,2023-01-31T17:12:15,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
NYC,2023-02-01,40.8,28.9,34.1,35.9,19.8,27.9,17.6,53.2,0.002,100,8.33,"rain,snow",0.4,0,29.8,13.4,9.7,1024.6,50.4,9.6,130.2,11.1,6,10,2023-02-01T07:06:16,2023-02-01T17:13:29,0.36,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,snow,"72505394728,72055399999,KLGA,KJRB,F8726,KNYC,F1417,72503014732"
